variable,x,y
bol_flowaccum,-29385.2,0.37291738390922546
bol_flowaccum,-28679.9312,0.37291738390922546
bol_flowaccum,-27974.6624,0.37291738390922546
bol_flowaccum,-27269.3936,0.37291738390922546
bol_flowaccum,-26564.1248,0.37291738390922546
bol_flowaccum,-25858.856,0.37291738390922546
bol_flowaccum,-25153.5872,0.37291738390922546
bol_flowaccum,-24448.3184,0.37291738390922546
bol_flowaccum,-23743.0496,0.37291738390922546
bol_flowaccum,-23037.7808,0.37291738390922546
bol_flowaccum,-22332.512000000002,0.37291738390922546
bol_flowaccum,-21627.2432,0.37291738390922546
bol_flowaccum,-20921.9744,0.37291738390922546
bol_flowaccum,-20216.7056,0.37291738390922546
bol_flowaccum,-19511.4368,0.37291738390922546
bol_flowaccum,-18806.168,0.37291738390922546
bol_flowaccum,-18100.8992,0.37291738390922546
bol_flowaccum,-17395.630400000002,0.37291738390922546
bol_flowaccum,-16690.3616,0.37291738390922546
bol_flowaccum,-15985.0928,0.37291738390922546
bol_flowaccum,-15279.824,0.37291738390922546
bol_flowaccum,-14574.5552,0.37291738390922546
bol_flowaccum,-13869.286399999999,0.37291738390922546
bol_flowaccum,-13164.017600000001,0.37291738390922546
bol_flowaccum,-12458.748799999998,0.37291738390922546
bol_flowaccum,-11753.48,0.37291738390922546
bol_flowaccum,-11048.211200000002,0.37291738390922546
bol_flowaccum,-10342.9424,0.37291738390922546
bol_flowaccum,-9637.673599999998,0.37291738390922546
bol_flowaccum,-8932.404799999997,0.37291738390922546
bol_flowaccum,-8227.136000000002,0.37291738390922546
bol_flowaccum,-7521.867200000001,0.37291738390922546
bol_flowaccum,-6816.598399999999,0.37291738390922546
bol_flowaccum,-6111.329599999997,0.37291738390922546
bol_flowaccum,-5406.060799999999,0.37291738390922546
bol_flowaccum,-4700.792000000001,0.37291738390922546
bol_flowaccum,-3995.5231999999996,0.37291738390922546
bol_flowaccum,-3290.254399999998,0.37291738390922546
bol_flowaccum,-2584.9856,0.37291738390922546
bol_flowaccum,-1879.7167999999983,0.37291738390922546
bol_flowaccum,-1174.4480000000003,0.37291738390922546
bol_flowaccum,-469.1791999999987,0.37291738390922546
bol_flowaccum,236.08959999999934,0.5931751728057861
bol_flowaccum,941.358400000001,0.6029948592185974
bol_flowaccum,1646.6272000000026,0.612722635269165
bol_flowaccum,2351.8960000000043,0.6223516464233398
bol_flowaccum,3057.1647999999986,0.6318755745887756
bol_flowaccum,3762.4336000000003,0.6412883996963501
bol_flowaccum,4467.702400000006,0.6505842804908752
bol_flowaccum,5172.971200000004,0.6597578525543213
bol_flowaccum,5878.240000000002,0.6688041687011719
bol_flowaccum,6583.508800000007,0.6777185201644897
bol_flowaccum,7288.777599999998,0.6864966154098511
bol_flowaccum,7994.046400000003,0.6951344609260559
bol_flowaccum,8699.315200000001,0.7036285400390625
bol_flowaccum,9404.583999999999,0.7119755744934082
bol_flowaccum,10109.852800000004,0.7201728224754333
bol_flowaccum,10815.121600000002,0.7282177209854126
bol_flowaccum,11520.390400000008,0.736108124256134
bol_flowaccum,12225.659200000006,0.7438422441482544
bol_flowaccum,12930.927999999996,0.7514185905456543
bol_flowaccum,13636.196800000002,0.758836030960083
bol_flowaccum,14341.4656,0.7620387673377991
bol_flowaccum,15046.734400000005,0.7644057869911194
bol_flowaccum,15752.003200000003,0.7667491436004639
bol_flowaccum,16457.272,0.7690689563751221
bol_flowaccum,17162.540800000006,0.7713654041290283
